comment_id,video_id,channel_id,publish_at,comment
UgyXD2lBKfuVoVzhGn94AaABAg,YqoW8hDADyw,UC7OUGIPx0HIB5HA2OSL-Zhg,2022-04-19T06:58:36Z,"<a href=""https://www.youtube.com/channel/UCK3KqaC6Q-8nLRTW8bw8sKQ"">https://youtube.com/channel/UCK3KqaC6Q-8nLRTW8bw8sKQ</a>"
Ugze7jhJPdHugEylqil4AaABAg,6CXf2R8facc,UC7OUGIPx0HIB5HA2OSL-Zhg,2022-04-19T06:58:52Z,"<a href=""https://www.youtube.com/channel/UCK3KqaC6Q-8nLRTW8bw8sKQ"">https://youtube.com/channel/UCK3KqaC6Q-8nLRTW8bw8sKQ</a>"
UgzdTugQRKneEh2AoTx4AaABAg,hJjOlY-SJbA,UC7OUGIPx0HIB5HA2OSL-Zhg,2022-04-12T14:46:45Z,"<a href=""https://youtube.com/c/RollerSkatingSchool"">https://youtube.com/c/RollerSkatingSchool</a>"
UgweNI6Fm34dxj2QkGl4AaABAg,hJjOlY-SJbA,UC7OUGIPx0HIB5HA2OSL-Zhg,2022-04-12T14:43:59Z,"<a href=""https://www.facebook.com/HK.ROLLER.SKATING.SCHOOL"">https://www.facebook.com/HK.ROLLER.SKATING.SCHOOL</a>"
UgySLpPDJTdG2aDDy8V4AaABAg,hJjOlY-SJbA,UC7OUGIPx0HIB5HA2OSL-Zhg,2022-04-12T14:42:47Z,"<a href=""http://roller-school.org/"">http://roller-school.org/</a>"
UgzkoSvnsry2N2wiFhp4AaABAg,9q5rcpESFxg,UC7OUGIPx0HIB5HA2OSL-Zhg,2022-04-12T14:46:34Z,"<a href=""https://youtube.com/c/RollerSkatingSchool"">https://youtube.com/c/RollerSkatingSchool</a>"
UgysQTEv6oiMmoKjyxh4AaABAg,9q5rcpESFxg,UC7OUGIPx0HIB5HA2OSL-Zhg,2022-04-12T14:43:44Z,"<a href=""https://www.facebook.com/HK.ROLLER.SKATING.SCHOOL"">https://www.facebook.com/HK.ROLLER.SKATING.SCHOOL</a>"
Ugxyw2ZSztn8i5EBuEp4AaABAg,9q5rcpESFxg,UC7OUGIPx0HIB5HA2OSL-Zhg,2022-04-12T14:42:33Z,"<a href=""http://roller-school.org/"">http://roller-school.org/</a>"
UgxLo__Oh5VtCNYS1ut4AaABAg,6tR13_gpZaw,UC7OUGIPx0HIB5HA2OSL-Zhg,2022-04-07T03:49:04Z,"<a href=""https://youtube.com/c/SanjayTolani"">https://youtube.com/c/SanjayTolani</a>"
Ugy-ftXMLMVbzfeSIfR4AaABAg,Cp2cbSJf-EA,UCY7baL0B2w3Hdp_Gz9f7Wdw,2022-06-12T13:13:04Z,有字幕就更好
Ugzr0CxRrgMyJLtRpvN4AaABAg,Cp2cbSJf-EA,UC7rI5ag2FCMgoM_oKSVB9IQ,2022-06-09T15:19:29Z,thank you for sharing
Ugw3A9OWbD0QP25deit4AaABAg,5f_s84DKNyI,UC7OUGIPx0HIB5HA2OSL-Zhg,2022-03-04T02:51:22Z,"<a href=""https://eassess-healinghands.com.hk/"">https://eassess-healinghands.com.hk/</a>"
UgwaICxFSkmyYPtydYR4AaABAg,UtCZYbo0g4Q,UCbkYWy-rWqRiiiFwbC7Bp3w,2021-11-21T10:24:32Z,"我人生最逆景的時候是去讀大學,畢業🎓後人生改變了很多,贊成老師講逆境去增值自己等下一個機會來💪🏻"
UgxSmBnc2Tl_8-b2EaN4AaABAg,UtCZYbo0g4Q,UCn7xDmcXV8jIU5SyGCrtHag,2021-11-21T09:55:43Z,👍👍👍👍👍
Ugz_zUPU4LHx5phkUzh4AaABAg,neUlQ0GOEnQ,UCijbzBG2yvf5bqAfFTq085g,2025-09-06T08:59:29Z,"會唔會因爲攞咗pre-approval, 保險公司更加有理據拒絕理賠超出pre-approval的費用？例如柒血床單及枕頭袋？"
Ugzh_wOGunbUW72bX9R4AaABAg,neUlQ0GOEnQ,UCI7nqvyl18EiPmWxyuF2m6Q,2025-05-26T06:23:49Z,收音較差，聽得很吃力。🥵🥵
UgxEZBRMfJ6MsJ51Ixl4AaABAg,neUlQ0GOEnQ,UC93ZyJLKieZ7Sbu56MOlw8w,2024-08-30T17:44:05Z,"By the way, 生癌不應吃燕窩，因為會助長癌細胞。"
UgwIga9eY-qA_4JRhdJ4AaABAg,neUlQ0GOEnQ,UC93ZyJLKieZ7Sbu56MOlw8w,2024-08-30T17:42:09Z,謝謝分享講解～<br>實在有太多人濫用醫療保險，也有同流合污的經紀，濫收費用的醫生，搞到保費越來越貴……
UgxlvcFysNS9_kWpx9l4AaABAg,neUlQ0GOEnQ,UC-O7LxSJYGpk9lOC0X05oWg,2023-11-11T16:01:46Z,"咁保儉公司出一隻保病人傻咗嘅plan    ,   提議改名叫 「大智保」     意思係大智若愚"
UgyGrVejFgrlAIdGXUN4AaABAg,neUlQ0GOEnQ,UCE3_MtglodiAk2RclZGla2w,2023-09-04T18:41:13Z,如果買兩份高端醫療，可以用名醫嗎？
UgwdrlXqVzx3non5JqZ4AaABAg,neUlQ0GOEnQ,UCiDgCLoFvm550xR-IkXVj5w,2023-08-10T11:20:32Z,"咁床單枕頭費用, 保險公司最後有沒有賠償?"
UgzfmUn_DPVecnZE-U14AaABAg,neUlQ0GOEnQ,UCSutVsTSOCL29dw_MSc73Dg,2023-04-11T14:20:00Z,Thanks for your sharing. 😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀
UgysHYlYMhUz6KuBP_B4AaABAg,neUlQ0GOEnQ,UCsfhxWb4y3bMamJJmU85z0w,2023-02-28T13:32:52Z,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/hf90Xv-jHeOR8gSxxrToBA""></a>🙏"
Ugw3MBHjZJXDcrQw9-N4AaABAg,neUlQ0GOEnQ,UCE3_MtglodiAk2RclZGla2w,2023-02-26T18:26:15Z,我覺得試驗藥，如果用完之後有用，應該都要包，如果冇用先至自負
Ugxa3McHTNCoL4mJvsh4AaABAg,neUlQ0GOEnQ,UCE3_MtglodiAk2RclZGla2w,2023-02-26T18:04:44Z,"求其作一樣原因話頭暈肚痛入去檢查咪得囉! 膳食方面，我一個人唔要得多,淨係要過最貴嘅,例如佛跳牆, 可以嗎？"
UgyzWBs3EGQDHU-qn-x4AaABAg,neUlQ0GOEnQ,UCj6R0F-Ne7XeGicFM8vrU7Q,2023-02-01T09:50:27Z,講得好清楚
UgwaLmp2_AWdrYnn6NV4AaABAg,neUlQ0GOEnQ,UCWe__6vODzbID9CRy1WXQTQ,2022-08-07T07:08:14Z,有用 但用喉嚨講野聽到好辛苦
UgycXMqD2-eSUdBJuIR4AaABAg,neUlQ0GOEnQ,UCoevBBin1Yj2oIQHJTzCW-A,2022-05-07T11:08:30Z,唔該分享，加深個人對保險既認識🙏
UgzOOpeEF56O9ek0gbN4AaABAg,neUlQ0GOEnQ,UCEldQ_AFDc_-eaztTfZId2A,2022-02-23T14:20:50Z,"Magic book for green hand, thanks!"
UgyWp-MZuBvnyzQaA4R4AaABAg,neUlQ0GOEnQ,UCaNnN5bRYDfC7v1Ighuyw0A,2021-11-26T10:50:26Z,資訊有用，多謝分享。
UgyN7Xb9Mq0xosPvz1h4AaABAg,KtkTJ-kgQHo,UC41Q-xtPdAilkUF5jC7FfXQ,2022-07-22T06:08:38Z,Very kind and good doctor !!
Ugydxgm_pIC2KnD9a3R4AaABAg,jXXEf4YQJdg,UC9F6FIMany1h8fPcIaN4XQA,2022-09-20T17:20:35Z,我仲以為寫比你
UgzbldpPedvwmebMU7h4AaABAg,jXXEf4YQJdg,UCBZnJO8ecHvK_-g_4a75hBQ,2022-01-02T02:03:23Z,"could you recommend macau agent for me, interested in 危疾保?  謝謝"
UgzBGh9Jyg5Q3ReuSPR4AaABAg,jXXEf4YQJdg,UC_avyXMfhFCjZyXCtiaGOvw,2021-11-17T13:23:59Z,真係人情冷暖。
UgygU4oEaQbV0LUT0pZ4AaABAg,6s27q5-NTvU,UCn7xDmcXV8jIU5SyGCrtHag,2021-11-21T09:56:20Z,👍👍👍👍👍
UgxihkGQFfhaADq-HQ94AaABAg,6s27q5-NTvU,UCe-EIZ6LFlgQqXdsfUmj5IA,2021-11-15T03:11:11Z,非常精彩謝謝分享
UgzhAN6FoEj1UexyNRh4AaABAg,TxZJ36B0u4k,UCn7xDmcXV8jIU5SyGCrtHag,2021-11-21T09:55:19Z,👍👍👍👍👍
UgwfAKl_r-2vfq9QqRZ4AaABAg,oT5k7330yJU,UCQtcGj0rT85JB-jKac1fHjw,2023-09-05T16:01:22Z,好細聲，聽唔到
UgyyY0HC8vkLrWGmtJx4AaABAg,oT5k7330yJU,UC9F6FIMany1h8fPcIaN4XQA,2022-08-30T10:15:22Z,高端醫療什麼情況下先至唔抵，就係快死，或者係瞓覺死，唔需要點住院嘅情況。
UgwHA0XM6YMxC7ZbLiN4AaABAg,oT5k7330yJU,UC9F6FIMany1h8fPcIaN4XQA,2022-08-30T10:10:47Z,"買得普通自願醫保plan，係有機會遇到一啲兩頭唔到岸嘅情況，例如生cancer或者入ICU,隨時出院有震撼賬單，好容易住住下醫院要返返去公立醫院,呢個根本上係有違你嗰陣時買保險嘅原意"
UgwN6SUuIuaBVo32aKt4AaABAg,oT5k7330yJU,UC9F6FIMany1h8fPcIaN4XQA,2022-08-30T10:08:36Z,"其實買高端醫療相對來講係抵過普通最基本嘅入院plan , 應該要同客人計你每一蚊嘅保費得出嚟嘅保障額係幾多, 最低嘅自願醫保plan雖然係平啲，但係相對來講其實冇咁着數.<br>舉個例子$50月費的流動網絡，睇落去非常之便宜， 但只有0.5 GB， $250雖然貴啲但係有30GB 嘅道理, 因為50×5只係得2.5 GB , 但係$250就有30 GB , 所以能力負擔到一定係高端醫療"
Ugwg4TNw7g0tISoFj2d4AaABAg,oT5k7330yJU,UCbkYWy-rWqRiiiFwbC7Bp3w,2021-11-03T10:29:22Z,"good explanation, very professional👍"
UgwMSHgtFEgdPwPTDD14AaABAg,rDjZvReMQ-Y,UCE3_MtglodiAk2RclZGla2w,2025-09-22T08:23:30Z,又係有病才想起保險
UgyRlmJy9wHZRw8TO5N4AaABAg,rDjZvReMQ-Y,UCE3_MtglodiAk2RclZGla2w,2024-03-31T04:42:35Z,我也是
UgxT-bDVM2MtRqgvO0V4AaABAg,rDjZvReMQ-Y,UCE3_MtglodiAk2RclZGla2w,2023-12-13T18:20:56Z,血壓高果個女仕是否標準保費批出？
UgxLn4KRZ5dR8GXPAf94AaABAg,rDjZvReMQ-Y,UCLqfPTzBRtBLvl0QUen87lQ,2022-11-04T17:37:09Z,最後果條友有冇被加保費
UgzFZTigP147eFcVpZ54AaABAg,rDjZvReMQ-Y,UCwHLKuk4_gZUWiu8IpO5HZw,2021-11-02T08:41:07Z,能說一下醫療融資嗎？
Ugws-MW-bv8Z3v3FPAB4AaABAg,Cnp3hMLnvdQ,UCbkYWy-rWqRiiiFwbC7Bp3w,2021-10-19T14:21:41Z,"中肯,良性競爭,個人charming是至勝之道👍🌹"
UgxOuVpv1MkHcggmpHJ4AaABAg,llZpKex5GPw,UCASJi9Ezi7Gq_y4w-MBK1Zg,2023-05-14T07:53:13Z,我想了解一下高端醫保
Ugw0jdw9B8oYxR3Acpd4AaABAg,llZpKex5GPw,UCGfDV9FgrwSsTlZFJjc3__A,2023-03-17T12:42:11Z,太细声，請改善，thanks
UgyxKWSARGo0tkuLhgB4AaABAg,llZpKex5GPw,UCE3_MtglodiAk2RclZGla2w,2023-01-10T10:12:46Z,重疾保險係俾有事時， 自我安慰，買補品，安排工人幫手，其他等等嘅雜項開支
UgybiQooD3Edq9F_vh94AaABAg,llZpKex5GPw,UCEoWCNqpqIw3R1QAT2ZyGYg,2021-10-12T06:41:36Z,"你好 miss Chow, 睇左你channel一段時間，請問可以點樣同你或你嘅團隊聯絡呀？我想做一份保單呀，謝謝"
UgwlAEvJfrwCnMn5DX94AaABAg,gtPRoi_nYSc,UCe-EIZ6LFlgQqXdsfUmj5IA,2021-10-09T03:32:21Z,謝謝分享
UgwFAPvW3gv_xBNU0rZ4AaABAg,FacQiWlTmHw,UCrqPkH8It2sF-1qLwyhLFUA,2024-01-03T13:28:51Z,"<a href=""https://www.youtube.com/watch?v=FacQiWlTmHw&amp;t=363"">6:03</a>S<br><a href=""https://www.youtube.com/watch?v=iLoU0Fme8UY"">https://youtu.be/iLoU0Fme8UY?si=o7aL-uE6qVnuJ6Wd</a>"
UgzEmrfmTFCxlBCYIhR4AaABAg,FacQiWlTmHw,UCrqPkH8It2sF-1qLwyhLFUA,2023-10-31T13:46:49Z,保險墊底費？是否高端醫療才需要？什麼情況可以豁免？
UgwwyduyOjGZGXB6qjh4AaABAg,d8yHiyneMvg,UCrqPkH8It2sF-1qLwyhLFUA,2024-01-03T13:17:33Z,"<a href=""https://www.youtube.com/watch?v=d8yHiyneMvg&amp;t=363"">6:03</a>S 保險經紀其實係唔喜歡做醫療保險喎？<br><a href=""https://www.youtube.com/watch?v=iLoU0Fme8UY"">https://youtu.be/iLoU0Fme8UY?si=o7aL-uE6qVnuJ6Wd</a>"
UgyM2n_bGV_EhVFw5mN4AaABAg,d8yHiyneMvg,UC-ZCCWQPlAt3i0Szw9VSRHQ,2023-12-21T05:04:28Z,買咗8年嘅保x專做醫保公司都唔知幾時回覆我搞<br>咗幾個月的賠償？仲要係細數額<br>賠償？
Ugzx6bJ3_FjafQho6rV4AaABAg,d8yHiyneMvg,UC-ZCCWQPlAt3i0Szw9VSRHQ,2023-12-21T05:04:02Z,買咗8年嘅保x專做醫保公司都唔知幾時回覆我搞<br>咗幾個月的賠償？仲要係細數額<br>賠償？
UgyEvHywRC1ip_UKhwZ4AaABAg,d8yHiyneMvg,UC49n_34Gy8St478CC5aOjwg,2023-11-04T16:14:48Z,"尼一系列既影片真係造福世人, 多謝你既分享."
UgwcU9uE2t87dDpAQTN4AaABAg,d8yHiyneMvg,UCMk37t8_uAOLAqwjgfYLIxA,2023-09-17T02:15:35Z,"您好，我賺不了什麼錢！但買了A I A的人壽跟醫療，人壽一年25000,還有醫療跟高端醫療，您說這份保險好嗎？我交了兩年，感覺壓力好大！"
UgyQmt-2pIAE73akR2x4AaABAg,d8yHiyneMvg,UCGzNwcIeMWt2feTyENnpUEA,2022-11-14T07:47:17Z,你知道你是真心的，我相信你。我已留言，但你未覆我啊。
Ugxva-qLMUwtQXK4Wsl4AaABAg,d8yHiyneMvg,UCfAgo6CqCAzQZ5zv4jNEu5w,2022-06-13T23:38:01Z,聲音較遠及音量小，基本上只可以用耳筒較到最大聲才聽到。如果在電視play YouTube 個sound 太散太沉聽不到
UgySI4gj5FzKogcROYV4AaABAg,d8yHiyneMvg,UCEldQ_AFDc_-eaztTfZId2A,2022-02-23T13:48:25Z,"Very helpful, thanks!"
UgxHRFKxHV1b9-d5zrh4AaABAg,d8yHiyneMvg,UC38WCR1RsXYtM8AWF61UQvA,2022-01-13T11:02:31Z,声音小了点，听不清楚，如果有字幕就好了
Ugy9IDFKFT6QaVgg1zN4AaABAg,d8yHiyneMvg,UCcig5y1uxTYXFUgA0HVpoEA,2021-10-03T06:46:45Z,課程是收費嗎？
Ugxe1F7eekGCmH_6XUl4AaABAg,XJUo9gpKrHk,UCLqfPTzBRtBLvl0QUen87lQ,2022-10-26T05:13:06Z,"所以可以不加loading , 冇不保事項地買高端醫療係件好事！"
Ugy1e--18LP4eATOeMJ4AaABAg,XJUo9gpKrHk,UCLqfPTzBRtBLvl0QUen87lQ,2022-10-23T07:35:52Z,其實保險公司已經計咗風險比率，每一個年齡已經計咗風險比率，其實冇話抵唔抵，例如肥嘅人要加交保費，保險公司着數啲，定係受保人着數啲？分分鐘收多你50%，保險公司仲要蝕俾你，因為肥嘅風險比率係高好多，收多你50%都唔一定係着數
UgxidWYziMNUJ_4sFNp4AaABAg,XJUo9gpKrHk,UC0KLar2TSmL58NaulrLuGUg,2021-09-27T16:42:20Z,你好，请问买高端医疗是不是40岁之后贵滴？可以月供吗？谢谢
UgwHRV-8Eiy4B5-6KaB4AaABAg,Wa8I7UTIG2Q,UCijbzBG2yvf5bqAfFTq085g,2025-09-06T09:11:24Z,"如果保險公司加咗exclusion, 比如不保個肺的話，假如受保人不幸患上肺癌，咁保險公司當然唔會保，對嗎？咁如果肺癌抗散去其他器官，那麼受影響的其他器官治療，保險公司又保唔保呢？如果保險公司argue話因為個病係由肺癌引起，所以唔會保，咁買咗有 EXCLUSIONS 保單嘅人咪好冇保障？你永遠唔會知保險公司怎樣介定關連性疾病！"
UgzjP-mdA8bgw1VlvWd4AaABAg,Wa8I7UTIG2Q,UCzKY-OI7gZzW6i79PU3Rivw,2025-05-02T09:22:41Z,"有錢就供啫, 冇錢點供呀! 用最靚既藥都醫唔好呀, 死埋!"
Ugx_2aF0rAAVxfe0nyB4AaABAg,Wa8I7UTIG2Q,UCE3_MtglodiAk2RclZGla2w,2025-01-03T18:27:21Z,你點只係小康之家？
UgygpoZTY0LDuqzLQvh4AaABAg,Wa8I7UTIG2Q,UCTZHkP3srT4ApCC1f8lq-vg,2024-08-12T12:51:26Z,倘若病患需要用到ICU，為何不轉去HA醫院的ICU呢！而且HA醫院的ICU是一個RN對一個病人，多好呢！駛嘜買醫保！
UgyBwD4PbDuANdMLfvF4AaABAg,Wa8I7UTIG2Q,UCy8UkPSbkx1dlf0pRAnl05w,2023-10-03T01:23:10Z,中風使費都有机會比較延續性<br>醫療費用可能在開髗骨 存髗骨 再上髗骨 都可以几十萬離院. 因為當中反覆性大.
UgzJe0yplzj_uyKN-5t4AaABAg,Wa8I7UTIG2Q,UCE3_MtglodiAk2RclZGla2w,2023-04-24T10:04:40Z,"我買咗兩份，高端醫療，總保障120,000,000， 其中一份八萬蚊薦底費， 定期同埋終身危疾30,000,000，人壽大概買咗20,000,000，因為最佳嘅情況係如果cancer，我唔單止要治療費，我仲要賠償，仲有可能醫唔好，要我死之賠償也要！"
Ugwa3CJiQszNXgQ4SLt4AaABAg,Wa8I7UTIG2Q,UCLqfPTzBRtBLvl0QUen87lQ,2022-12-11T17:08:45Z,最慘係賣樓醫完也要死，白白浪費了金錢，買了夠保額就不用煩
Ugw_V1NXtgYA0Mrk_6B4AaABAg,Wa8I7UTIG2Q,UCLqfPTzBRtBLvl0QUen87lQ,2022-11-04T18:34:12Z,+50% 喺高端醫療就抵，普通嗰啲自願醫保，根本上槓桿唔夠高！
UgzRE67mCDs5rUW4bn54AaABAg,EBak3Jf2UIQ,UCK6PTBFBHj4-FEA9EG8DH2A,2021-09-21T11:23:09Z,如果屋企人60歲，買醫保靈活加50%保費，你建議買嗎
UgwA612HWdESsW35QxJ4AaABAg,EBak3Jf2UIQ,UC7OUGIPx0HIB5HA2OSL-Zhg,2021-09-21T05:15:24Z,巳電郵課程內容給您，請查閱！
UgyszZTek2ix96Jk04R4AaABAg,ww2kP74tWCY,UCe-EIZ6LFlgQqXdsfUmj5IA,2021-09-10T05:59:42Z,謝謝分享
Ugwk8LHY7x7T0B1_iix4AaABAg,bto9b85dsYw,UCe-EIZ6LFlgQqXdsfUmj5IA,2021-08-28T03:43:17Z,非常精彩， 期待下集的分享
Ugwcf4djENGcDL-zaI94AaABAg,LiqRuFA4aRI,UC0KLar2TSmL58NaulrLuGUg,2021-08-28T15:55:26Z,你好，请问这间酒吧地址？谢谢
Ugy9XmT1FgjO7u3gHUV4AaABAg,xxicNlFVn78,UCE3_MtglodiAk2RclZGla2w,2025-09-16T02:03:51Z,條友擺明係慳錢啦，成日都計住啲婆乸數，最後結果而家買唔到
UgxjQ4j6vUF9E72Bzpx4AaABAg,xxicNlFVn78,UCE3_MtglodiAk2RclZGla2w,2024-12-06T04:20:33Z,被cut 單，好慘
UgzX6IxCXegCqLV7jbB4AaABAg,xxicNlFVn78,UCE3_MtglodiAk2RclZGla2w,2024-11-05T18:20:14Z,"你哋AIA個癌症plan小朋友有動作發展遲緩，等候見醫生, 唔關癌症事都唔受保喎!"
UgwkSrWU5fGXMpnqwsF4AaABAg,xxicNlFVn78,UCE3_MtglodiAk2RclZGla2w,2024-10-29T09:28:00Z,Oh my god
UgwRGYyrlU5JcG1NiXp4AaABAg,xxicNlFVn78,UCJwHee4fH9CBKbj3WL2Tkfg,2024-06-05T08:22:34Z,您好，最近先睇返啲舊片。請問仲有加入會員功能嗎？
Ugwd20EpxyxtxTH0a9l4AaABAg,xxicNlFVn78,UCE3_MtglodiAk2RclZGla2w,2023-02-28T06:03:49Z,保險公司叫我去驗身，本身我個BMI係超過30 ，反而冇驗到血糖，我37歲，好奇問agent佢話可能慳成本，咁奇怪？慳咗幾百蚊？ 保險公司賠錢都唔止咁嘅數啦！
UgwiB2kLI2H7hjHxX9R4AaABAg,xxicNlFVn78,UCLqfPTzBRtBLvl0QUen87lQ,2022-10-23T05:59:31Z,"你們申請時報保險公司，一切都可以從寬，嗰啲咁嘅血壓根本上可以原諒，但係你買咗之後會發現漏報要claim , 當然採佢都傻啦。<br>所以我有乜都講晒出嚟！"
Ugyi8DGWDleqHI150Pt4AaABAg,xxicNlFVn78,UCpzgqie9dh9ww0_-BIoeD4A,2022-10-08T12:51:13Z,"非香港的醫療記錄（幾年前在內地有確診）,保險公司check到嗎"
Ugw9h3B5tYXoVa1whod4AaABAg,xxicNlFVn78,UC9F6FIMany1h8fPcIaN4XQA,2022-08-24T19:09:13Z,保險公司查不查到私家體檢中心d病歷？
Ugzif67onXN2o2DBbcV4AaABAg,PiYuoIrzfIM,UCbkYWy-rWqRiiiFwbC7Bp3w,2021-08-20T03:35:47Z,Good sharing 👍💪🏻
UgxdZyVo9unSNSawOVF4AaABAg,ji1BSqQlZ54,UCs62ukRF0eIgcrR94mjEUGA,2022-07-12T13:18:42Z,每天愛「看」你多一些
Ugw51MA1385_0vJThDB4AaABAg,ji1BSqQlZ54,UCYsGBNYe-0-e9GwttUYNIoA,2022-07-10T10:31:25Z,為何所有有關你的視頻，你都不開具自己的姓名呢，周汶樺小姐？開具自己名字更能令潛在客戶會根據你以往在電視台的採訪經驗，更能信服你的保險經驗囉。
Ugw_DIP5oh62RnZbToJ4AaABAg,ji1BSqQlZ54,UCK3t1myspCn-aH_6SK9eUvw,2021-08-04T16:34:40Z,支持妳👍👍
Ugwfgg3s0FYElm0HDHF4AaABAg,ji1BSqQlZ54,UCbkYWy-rWqRiiiFwbC7Bp3w,2021-08-03T14:54:06Z,"Appreciate your devotion on your career,  creation, keep learning👍 keep it up💪🏻🌹"
Ugyh3jj3m-FWHSFredB4AaABAg,O9UmL7GleM0,UCLjWZFcpEe9IgojtsYXl5XQ,2024-02-18T18:47:41Z,台湾买只要800
UgwH1t2hRMzzwUaFaGR4AaABAg,5BFx1hBho1o,UCJAtMmA6fX31O8-EsPr0TXQ,2021-07-28T04:25:18Z,多謝嘉賓嘅案例分享，好有畫面，好好聽！
Ugz4CWEADozPitNw8414AaABAg,twZ_4gpedTE,UCJAtMmA6fX31O8-EsPr0TXQ,2021-07-28T04:45:41Z,靚女主持博學又好學，身體上出現問題，尋求中醫方法都會有幫助，效果亦快;本人例子，更年期間的月經紊亂，今個月飲了2劑，下個月都改善了很多。
Ugzi1XAww6eio-kzjAh4AaABAg,5HHiI0DkvDg,UCJAtMmA6fX31O8-EsPr0TXQ,2021-07-28T04:37:07Z,靚女主持有八字根底，仔女有印星+有七殺剋身，自律性高，無須補習亦有好成績；相反，年柱見財星，又無印或被合/冲的話，迫佢補習盞令到關係變差。
UgwTJmIy4asj5PrDMoR4AaABAg,5HHiI0DkvDg,UCe-EIZ6LFlgQqXdsfUmj5IA,2021-07-24T03:38:43Z,好喜歡聽你哋講仔女的節目，继续努力
UgxG9XjSAIEPAYZfSYx4AaABAg,Wghw5UrYVRI,UCRWroi42NI2KRQb4127KGig,2024-08-31T11:03:46Z,"also need to consider  if there are 普通房 plan ,  not just 私家房 plan,  such that the cost for having 普通房 plan will be much cheaper"
UgzQqq5VuKro59S9oDJ4AaABAg,Wghw5UrYVRI,UCE3_MtglodiAk2RclZGla2w,2024-06-18T14:10:21Z,你見過大人買最多幾多額危疾？
Ugwhbx0Wtp1p0lcd5714AaABAg,Wghw5UrYVRI,UCE3_MtglodiAk2RclZGla2w,2024-06-18T09:36:15Z,你見過小朋友買最大嘅危疾係幾多保額？
Ugwbzi8YvdLZIJ716cx4AaABAg,Wghw5UrYVRI,UCA_kRL0jNHlQ5TyVidOUfPQ,2024-01-30T02:48:57Z,想幫bb買翻份醫療保險，有什麼要注意，有什麼推薦，謝謝🙏
Ugw-NaGs1abydIZwjAV4AaABAg,Wghw5UrYVRI,UCPAFooct8FM8pc7vI_oftyQ,2023-10-28T06:38:26Z,請問你是那間保險公司agent?
UgydlXVpB9ceCujVXox4AaABAg,Wghw5UrYVRI,UCPAFooct8FM8pc7vI_oftyQ,2023-10-28T06:03:39Z,收音可以大聲啲嗎？實在很細聲
UgxKaxq4DsIUV5FogfR4AaABAg,Wghw5UrYVRI,UCQo1vEJk4I9yH00vXMDD6HA,2023-06-30T13:38:19Z,可以推介一下好的高端醫療嗎？
UgzDhjwocYsszMyqGf94AaABAg,Wghw5UrYVRI,UCk7RjAGHR2JeC3qRhj6UEPA,2023-06-13T05:23:16Z,好多謝你的資訊，但可能是你聲音較細或你那邊收音問題，要調到很高音量才能聽得清楚（在街道上聽），但一到 youtube 賣廣告時，因音量已很大，今耳朵很難受，希望你們能改善
