video_id,channel_id,channel_name,title,published_at,view_count,like_count,comment_count,duration
7DiMZvsjsII,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,生仔 過程 全記錄！｜ 無痛分娩 生BB 真係唔痛？｜新手爸媽必看 穿羊水後 寶寶幾時出世？｜ 私家醫院 自然分娩 體驗｜超詳細 餵母乳 教學｜ 明德醫院 ｜#無痛分娩 #生產日記 #Bowtie,2025-06-13T12:59:21Z,74603,866.0,72.0,1691
kzVNw24tJpo,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,$7萬月薪 患癌 破產 | 香港 中產 悲劇 | 公立醫院 癌症治療 都要100萬？| 公司醫保 福利 夠唔夠用？| 45歲前 患癌 機率 幾高？ | 醫療保險 危疾 人壽 邊樣重要？ #Bowtie,2025-06-10T10:44:01Z,54855,956.0,123.0,1047
Ci8AUNBCnWk,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,胡說樓市 胡國威 拆解 香港樓市 趨勢｜ HIBOR回落 香港樓價 見底了嗎？｜啟德 白石角 掃管笏 半新盤 樓價大跌 小業主點自救？｜#胡說樓市 #香港樓市 #Podcast #Bowtie,2025-06-05T12:09:02Z,139319,1891.0,132.0,597
TydQLexUWfY,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,懷孕初期 產檢 ｜ Coffee林芊妤 宣布第二胎 疑 染色體異常 ｜ T21 vs Nifty vs Panorama 有咩分別？  NIPT vs 度頸皮 ｜#產前檢查 #巴陶氏症 #Bowtie,2025-06-03T11:34:11Z,57373,587.0,29.0,620
xrw516PUEa8,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,新手爸媽 產檢 必睇 T21 vs Nifty 有咩分別？懷孕初期 產檢 公立醫院 私家醫院 如何選擇？｜ 驗血報告 驗唐氏綜合症 染色體異常 ｜3大重點 產檢流程 產檢項目 時間表  #bowtie,2025-05-29T11:12:21Z,9532,136.0,11.0,856
4E9qSewMiXk,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,EVE止痛藥 驚人真相｜ EVE 布洛芬 食到要 洗腎 ？｜ 日本神藥 EVE 成分 副作用 毒性 揭秘｜專家：3類人小心服用 EVE 止痛藥｜ 經痛 止痛藥 EVE 含 毒藥 成分 ？｜#日本藥妝,2025-05-27T11:00:06Z,133409,2359.0,101.0,913
idJYDJuMCr4,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,前列腺癌 Q&A | 拜登 一發現即 末期 正常嗎？ | 前列腺癌 與 老人癡呆 認知 有關？ | 拜登 生存率 只得45%？ | 前列腺癌 篩查 治療方法 | #拜登 #前列腺癌 #Bowtie,2025-05-23T10:31:40Z,3596,83.0,4.0,897
HiifGMLcLQU,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,私家醫院 生BB 攻略｜ 開箱 明德醫院 產房 ｜生仔 揀醫院 4大原則｜香港私家 順產 幾錢 ？｜明德 中大 港怡 自然分娩 套餐大公開｜#私家醫院 #生BB #順產 #自然分娩 #Bowtie,2025-05-22T10:56:30Z,10031,126.0,7.0,836
tGrbb4bFqlY,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,58歲 黃澤鋒 太太 陳麗麗 超高齡懷孕 ｜專家： 高齡產婦 關鍵係⋯｜IUI 人工授精 IVF 試管嬰兒 點揀？｜醫生 拆解 IVF 6大迷思｜#黃澤鋒 #陳麗麗 #IUI #IVF #Bowtie,2025-05-20T11:00:18Z,106109,611.0,41.0,1221
FEQD5NnQslo,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,試當真 結束營運 游學修 1小時 足本訪問 ｜ 游學修 點睇 Hater 文化 網絡欺凌 ？｜ 試當真 停運 同 Haters 有冇關 ？｜#試當真 #游學修 #hater #網絡欺凌 #Bowtie,2025-05-15T12:30:40Z,181396,3976.0,231.0,4193
plhhfJsaVKk,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,東張西望 個案： 儲蓄保險 是 遺產 嗎？｜ 儲蓄人壽保險 未供滿不幸離世 需做 遺產承辦 再處理保單？｜ 保單持有人 離世 保單 應由誰繼承？｜#儲蓄保險 #儲蓄壽險 #遺產承辦 #Bowtie,2025-05-13T11:06:24Z,26568,318.0,20.0,1324
QccFgt-yLMs,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,古天樂 視網膜 穿窿 患 飛蚊症 ｜ 2大症狀 視網膜 隨時玩完｜3類人特別容易 視網膜穿窿 ？｜ 眼科 專科醫生：可致 永久失明 ｜#古天樂 #視網膜 #視網膜穿窿 #視網膜裂孔 #Bowtie,2025-05-08T12:22:52Z,22809,296.0,7.0,458
lPW_9V_huew,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,日本 爆 百日咳 疫情 ｜日本 7千人中招 百日咳 恐殺入 香港 ｜ 嬰兒 重症 家長必學3招自保｜ 百日咳 傳染力 勁過 流感 、 新冠 日本一週爆過千病例 ｜#日本 #百日咳 #Bowtie,2025-05-06T11:02:44Z,4733,104.0,7.0,531
7m3fS9bfHgg,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,流感 緊急入院 全紀錄｜ 流感大爆發 小朋友 發燒 一定要入 醫院 ？｜ 幼兒 入院走佬袋 懶人包｜ 私家醫院 慳錢大法 保險 Claim足 106%｜#流感 #甲流 #甲型流感 #Bowtie,2025-04-29T11:45:13Z,6078,94.0,27.0,680
EiBvQIWigN0,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,#MM 阿京 首次照肺！醫生：你個肺已經... 😱 | 吸煙 20年 肺部 變成點？阿京 氣管 已出現問題？吸煙者 肺部功能 差幾多？ 肺部檢查 幾錢？邊度做？戒煙必睇！#MM #阿京 #Bowtie,2025-04-24T10:30:15Z,389895,4610.0,386.0,1028
UVetVMJrEdQ,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,【 Bowtie 日本 外景】 日本 為什麼不怕 人生無常 ？｜  納棺師 是在世親人最大支撐 ｜ 日本人 點睇 破地獄 ？｜ 探索 日本文化 最神秘 生死觀念 ｜#破地獄 #日本 #日本人 #禮儀師,2025-04-17T11:19:27Z,7130,110.0,5.0,782
BMJF9CQxg-s,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,2025 強積金 最新策略 ｜ 美股 狂跌  MPF 對沖 5月取消！打工仔 點部署？｜90%人計錯 退休預算 ！460萬 退休金 唔夠用？｜專家公開 零成本MPF倍增方案 ｜#強積金 #Bowtie,2025-04-15T12:01:16Z,17355,278.0,34.0,877
B0Iit0Q5YJw,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,假期 北上消費 小心 諾如病毒  | 傳染性極強 全月24萬宗？  |  中國疾控中心 發佈3大 傳染病 風險提示！ 流感 情況嚴重？邊度最危險 ？感冒 肚瀉 流感 內地特別 流行？  #Bowtie,2025-04-11T11:25:26Z,3445,67.0,3.0,488
hfe9r1edt1o,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,【 Bowtie 日本 外景】日本 骨灰龕 開箱 殯儀館 身後事 體驗 ｜ 日本人 香港人 死後都要面對 土地問題 ｜ 日本人口老化 新興 葬禮保險｜ #日本 #清明節 #百無禁忌 #Bowtie,2025-04-09T11:30:05Z,1653,52.0,3.0,900
1Zv_DLifZ9w,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,照腸鏡 檢查 怕 出意外？1招測 大腸癌風險 ！｜ 大便隱血測試 測大腸癌 準確度高嗎？｜ 如何安在家中 大腸檢查 ？｜大腸檢查 幾耐做一次？｜#大腸鏡 #腸癌 #大腸癌 #大腸癌篩查 #Bowtie,2025-04-03T10:30:00Z,94618,473.0,39.0,799
jfun5Xz9a_U,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,公立醫院 加價 | 私家醫院 竟平過 政府？ 4間 平價 私院 揭秘！| 急症室 專科 住院 CT MRI 超聲波 全線加？| 輪候時間 達7年 私家 更化算？|  2招教減 醫療費 #Bowtie,2025-04-01T10:30:45Z,112308,1290.0,135.0,603
J432HFXuTbk,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,項明生 買保險 輸20萬  | 42歲 財務自由 要儲幾多錢？ 旅遊達人 提早退休 買 保險 一生最大 投資 錯誤 ？ 竟計漏 健康？邊度最啱 香港人 退休 ？如何 平價 環遊世界 ？#Bowtie,2025-03-27T12:39:26Z,92638,1921.0,172.0,3546
S7Wv6YjT4TA,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,大腸鏡 檢查 過程 全紀錄！｜ 照腸鏡前 飲食 清腸｜4類人 大腸癌 高危 腸瘜肉 隨時變 腸癌 ！｜腸鏡 事前準備 風險 注意事項 ｜#大腸鏡 #腸癌 #大腸癌 #大腸癌篩查 #Bowtie,2025-03-25T11:54:19Z,48579,746.0,20.0,936
IlycCHZsfJ4,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,公立醫院 加價 | 全港61萬人輪候 新症需等7年 | 盧寵茂 : 電腦掃描 磁力共振 將續項收費 | 私院照 CT MRI 要幾錢？公院 會加幾多？ | 買咩 醫保 先可以免費照？ #Bowtie,2025-03-21T12:10:50Z,19915,432.0,58.0,812
yDtUtBn8Wds,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,香港 公立醫院 加價  | 人口老化 醫療通脹 保險公司 如何解決？ |  藥價升 癌症藥 10年漲10倍 | 公立醫院 等2年 病人迫轉 私院 | 自願醫保 加價 26% 一招慳4成 #Bowtie,2025-03-20T10:30:26Z,34126,653.0,41.0,1321
6-5NRUzYDdg,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,莫樹錦 癌症治療 真相大公開 ｜ 癌症 化療 電療 免疫療法 標靶藥 邊種方法最有效？｜ 如何降低 癌症復發 風險？｜ AI 如何幫助 診斷 及 治療 癌症 ？｜#莫樹錦 #癌症治療 #Bowtie,2025-03-13T12:10:25Z,139684,3438.0,95.0,987
OIUwBzVR5iQ,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,莫樹錦 拆解 癌症 8大迷思 ｜ 腫瘤專家 莫樹錦教授 ： 肥胖 增加 癌症風險 ｜  黑痣 癦 會變 皮膚癌 ？｜ 乳房 出現 腫痛硬塊 係 乳癌 病徵 ？｜#莫樹錦 #癌症 #乳癌 #Bowtie,2025-03-12T10:00:35Z,75772,2366.0,31.0,621
4naC0XGLVT8,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,方大同 離世 ｜疑 方大同 肺病逝 肺纖維化 、 氣胸 有多致命？｜比 肺癌 更奪命 肺纖維化 、 爆肺 有咩關係？｜ 爆肺 肺纖維化 成因 病徵 治療 預防方法 ｜#方大同 #氣胸 #Bowtie,2025-03-06T11:31:18Z,23212,517.0,12.0,652
YWvMfdAxNGM,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,腫瘤專家 莫樹錦教授 ： 如何 預防癌症 家族因素 ？｜ 壓力大 負面情緒 易 生Cancer ？｜ 如何預防 良性腫瘤 變 惡性腫瘤 ？｜  莫樹錦 癌症 Q&A ｜#莫樹錦 #癌症 #Bowtie,2025-03-05T11:44:44Z,114092,3881.0,64.0,946
Cpn3VuD-OLs,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,曾俊華 莫樹錦 傾 肺癌 | 曾俊華 低劑量電腦掃描 照肺 | 非吸煙者 仍大機會患 肺癌 ？誰是 肺癌高危 ？ | LDCT 好過 X光 ？ | 家族病史 增 肺癌風險 ？｜ #肺癌 #Bowtie,2025-02-27T11:08:26Z,227366,3640.0,115.0,754
KP-7wWJGpWI,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,銀行突Call Loan 即還100萬 | 保費融資 保本 零風險 真相 | 保費融資 儲蓄保險 分別？低息借貸 高回報 有陷阱？ | 提前還款 如期 還款 冇用？ | #保費融資 #Bowtie,2025-02-25T11:25:44Z,31515,564.0,41.0,979
3UGg_I6ZYus,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,流感 睇 中醫 定 西醫 ？｜ 流感後咳嗽 新冠後久咳 如何治療 ？｜ 感冒茶 感冒沖劑 有用嗎 ？｜ 中醫 預防流感 方法 ｜ 香港 流感大爆發 ｜#流感 #新冠 #中醫 #西醫 #Bowtie,2025-02-19T12:18:26Z,28810,571.0,10.0,991
bydlWQPXFL8,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,Mingjai 不正常人類 研究 老婆 崩潰原因 ｜ Ming仔 老婆 ：佢冇提供 情緒價值 ｜ 十個 老公 十個都係廢 ？ ｜#mingjai14 #Podcast #情人節 #Bowtie,2025-02-13T11:50:10Z,118105,2096.0,99.0,3497
u2i762KDaHE,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,流感針 Q&A ｜ 日本流感  打針有用？｜ BB 啱打 流感針 嗎？流感針 有冇 水銀 ？｜ 三價 四價 流感疫苗 有咩分別？針後反應 副作用？ ｜ #流感 #流感針 #Bowtie,2025-02-12T11:06:08Z,15453,329.0,27.0,803
